POS;VNP;predikativní;vztažné;délka
V-J-N-Z-V-P-R-N-Z-P-D-V-P-N-J-R-P-R-N-P-V-J-N-Z-J-V-T-V-N;0;1;0;29
V-D-J-D-Z-V-P-R-P-P-A-N;0;1;0;12
V-D-Z-J-P-R-N-V-N;0;1;0;9
V-Z-T-V-V-N;0;1;0;6
V-D-J-V-R-P-A-N;0;4;0;8
V-R-N-R-N-Z-D-V-Z-J-N;0;1;0;11
V-R-N-D-D-Z-R-P-N-Z-C-B-Z-Z-J-J-J-A-N-V-N-J-R-A-N-N-N;0;2;0;27
V-D-Z-V-R-P-Z-V-P-N-Z-N;0;1;0;12
V-D-D-Z-D-P-V-V-P-D-P-N;0;1;0;12
V-P-N-R-N-Z-P-V-P-N-Z-N-R-N-Z-D-V-R-N-Z-J-V-N;0;1;0;23
V-R-N-N-Z-P-V-N;0;2;0;8
V-Z-V-A-Z-A-J-V-P-V-N;0;1;0;11
V-D-J-N-A-N-P-V-D-Z-Z-R-N-N-N-P-R-P-N-V-A-N-Z-R-P-B-Z-C-V-D-N-Z-Z-V-V-D-D-Z-J-V-N;0;1;0;41
V-P-R-P-J-R-N-J-N;0;2;0;9
V-D-Z-V-D-A-J-V-A-Z-J-V-N;0;1;0;13
V-P-T-D-D-D-Z-J-V-V-N;0;1;0;11
V-P-R-P-D-Z-V-A-Z-J-V-N;0;1;0;12
V-D-Z-D-R-N-A-P-A-N-V-T-P-Z-D-V-N;0;1;0;17
V-D-D-J-V-P-Z-J-P-D-V-J-V-R-C-N-Z-Z-V-P-N;0;1;0;21
V-J-N-Z-D-V-N-Z-J-P-P-N-V-V-Z-V-D-V-Z-J-P-D-V-J-V-N-R-A-N-Z-T-P-P-V-V-R-P-N-Z-P-N-V-D-Z-V-N;0;1;0;46
V-D-Z-V-P-N-Z-V-P-Z-V-V-R-P-N;0;1;0;15
V-D-D-Z-V-P-P-A-Z-V-N;0;1;0;11
V-D-Z-J-R-N-V-N;0;1;0;8
V-D-D-J-N-R-N-Z-R-C-N-R-N-J-A-N-Z-T-J-J-P-C-C-N-V-Z-V-N;0;1;0;28
V-D-A-N-Z-V-P-A-N;0;1;0;9
V-D-J-D-Z-V-V-A-N;0;1;0;9
V-D-Z-D-J-N-D-D-V-N;0;1;0;10
V-J-A-N-Z-A-N-N-V-N;0;1;0;10
V-J-D-Z-J-A-N;0;1;0;7
V-D-Z-J-T-V-P-R-P-Z-V-Z-V-N-Z-V-Z-V-V-N-Z-N-Z-V-N;0;1;0;25
V-Z-J-P-R-P-D-P-R-N-N-Z-V-D-D-V-N;0;1;0;17
V-R-N-J-D-P-V-V-R-A-N-Z-J-V-P-R-P-D-R-N;0;1;0;20
V-D-P-Z-P-V-V-N-P-R-P-J-V-N;0;1;0;14
V-D-Z-N-V-R-P-N-A-N;0;1;0;10
V-T-D-D-J-P-V-V-N;0;1;0;9
V-Z-J-V-V-D-P-C-Z-V-P-V-R-A-A-N-Z-J-D-V-N;0;1;0;21
V-R-N-J-Z-N-Z-J-Z-N-Z-Z-Z-P-D-D-V-V-N;0;1;0;19
V-P-D-Z-J-D-V-P-P-Z-P-P-R-N-V-J-V-V-N;0;1;0;19
V-V-R-A-N-D-A-N;1;0;0;8
V-Z-J-P-A-N-V-D-A-J-V-N;0;1;0;12
V-D-Z-V-R-P-D-A-N;0;1;0;9
V-D-J-N-Z-J-P-D-D-V-Z-J-J-V-N;0;1;0;15
V-A-A-N-Z-P-D-J-R-N-V-N-Z-V-N;0;1;0;15
V-D-Z-R-P-V-A-N;0;1;0;8
V-R-N-J-J-V-N;0;1;0;7
V-J-N-Z-P-P-V-Z-J-T-J-N-Z-P-R-P-X-P-N-J-N;0;1;0;21
V-R-N-D-J-D-Z-J-J-V-N-D-N;0;1;0;13
V-D-R-N-Z-V-V-P-R-P-J-V-V-N;0;1;0;14
V-P-R-D-N-D-Z-J-V-N;0;1;0;10
V-D-Z-B-Z-V-P-N;0;1;0;8
V-P-D-D-Z-J-V-R-P-N-J-V-P-A-Z-Z-V-D-N;0;1;0;19
V-D-D-J-A-N-P-D-V-Z-J-V-N;0;1;0;13
V-P-D-J-N-Z-J-J-V-V-N;0;1;0;11
V-D-J-D-Z-V-P-A-D-N;0;1;0;10
V-D-Z-V-Z-J-N;0;1;0;7
V-D-D-D-Z-V-P-V-N;0;1;0;9
V-D-D-J-V-N-D-V-P-N;0;1;0;10
V-D-T-D-Z-N-V-T-N;0;1;0;9
V-J-A-Z-V-A-N;0;1;0;7
V-J-P-A-N-Z-J-A-N-Z-Z-Z-B-Z-B-Z-Z-V-N;0;1;0;19
V-D-Z-D-V-V-N;0;1;0;7
V-D-Z-J-R-A-N-V-N;0;1;0;9
V-Z-J-D-R-N-Z-P-P-P-P-N-V-Z-V-V-N-N-R-N-J-D-Z-J-V-V-N;0;1;0;27
V-V-P-R-P-D-D-Z-V-V-P-J-P-D-Z-D-V-V-Z-J-V-D-N-Z-P-P-D-V-Z-V-V-A-N-Z-D-P-V-R-P-N-N-R-N-J-T-D-R-A-N-Z-P-P-V-N;0;1;0;54
V-D-D-J-V-J-N;0;1;0;7
V-P-R-N-R-N-Z-N-J-V-P-N;0;1;0;12
V-P-J-N-J-V-N-R-N-J-R-A-Z-P-P-P-V-Z-J-P-V-J-N-R-P-N-V-R-N-N;0;1;0;30
V-J-Z-A-N-Z-J-V-P-V-R-N-N;0;1;0;13
V-P-R-P-D-D-Z-D-D-V-R-P-N-R-N-V-A-N;0;1;0;18
V-Z-V-R-P-N-D-A-N;0;1;0;9
V-J-N-Z-J-V-N;0;1;0;7
V-N-Z-J-P-N-J-R-P-V-Z-V-Z-V-Z-N-V-A-N;0;1;0;19
V-T-R-N-J-N-J-P-N;0;1;0;9
V-D-J-D-Z-J-N-V-N;0;1;0;9
V-R-N-D-Z-J-R-A-N-Z-V-N;0;1;0;12
V-D-R-A-A-N-Z-T-R-P-N-Z-Z-D-V-V-P-A-J-A-N-Z-Z-N-V-A-J-A-Z-V-A-N-J-N-Z-Z-V-D-A-Z-N-Z-N-Z-N-Z-N-A-R-N-N-Z-Z-Z-V-A-Z-V-A-P-V-Z-Z-V-N-R-N-Z-N-Z-N-N-R-N-Z-N-Z-Z-V-A-N;0;1;0;81
V-D-D-J-V-R-P-N-N;0;1;0;9
V-P-Z-J-J-R-P-V-N-A-R-A-N-Z-J-D-V-A-N-V-N;0;1;0;21
V-Z-J-V-B-V-R-N-Z-D-V-P-P-N;0;1;0;14
V-J-A-A-A-N-J-N-V-J-A-N-J-N;0;1;0;14
V-D-J-V-A-Z-D-P-P-V-N-Z-A-T-V-N-N-Z-J-V-N;0;1;0;21
V-D-D-J-N-V-T-R-N-N;0;1;0;10
V-Z-J-V-Z-J-N;0;1;0;7
V-D-Z-D-J-D-Z-V-P-P-N-Z-N;0;1;0;13
V-Z-P-P-R-P-V-Z-V-P-A-Z-D-V-V-D-A-N;0;1;0;18
V-P-R-P-D-D-J-V-R-P-N;0;1;0;11
V-J-P-Z-P-V-A-N-V-R-N;0;1;0;11
V-T-D-Z-V-T-N;0;1;0;7
V-R-N-R-A-N-A-N;2;0;0;8
V-D-Z-N-P-V-R-P-D-A-N;0;1;0;11
V-Z-J-R-A-N-V-V-A-N-J-V-N;0;2;0;13
V-J-N-J-V-V-D-P-N;0;1;0;9
V-Z-P-V-R-P-Z-J-P-V-Z-V-A-J-T-A-Z-J-V-A-N;0;1;0;21
V-R-P-P-N-Z-Z-V-A-N;0;1;0;10
V-D-Z-J-A-N-V-N;0;3;0;8
V-D-Z-T-V-V-D-V-Z-D-V-Z-V-P-D-D-Z-J-R-P-V-P-A-N;0;1;0;24
V-D-D-Z-J-R-P-V-N;0;1;0;9
V-A-N-Z-D-J-V-N;0;1;0;8
V-D-J-V-R-N-N;0;1;0;7
V-D-Z-J-P-V-D-A-N-Z-V-T-N;0;1;0;13
V-D-D-Z-T-V-N;0;2;0;7
V-D-J-V-J-N;0;1;0;6
V-J-R-N-Z-D-N-V-N;0;1;0;9
V-J-N-R-A-N-Z-V-Z-V-V-P-J-V-N;0;1;0;15
V-D-N-Z-V-A-V-P-D-A-J-A-Z-V-A-N;0;1;0;16
V-J-A-N-R-N-Z-J-P-R-N-V-N-J-R-N-P-V-X-N-J-N-V-V-N;0;1;0;25
V-P-D-J-D-Z-J-V-N-N;0;1;0;10
V-T-J-N-R-N-Z-V-R-N-N;0;1;0;11
V-Z-J-P-D-V-D-Z-P-V-R-N-Z-P-V-A-Z-P-V-Z-J-V-N-N-D-N-Z-N-Z-N-Z-N;0;1;0;32
V-P-J-R-A-N-Z-R-N-R-N-V-N-T-N;0;1;0;15
V-R-A-N-Z-V-J-D-V-P-N;0;1;0;11
V-D-Z-D-J-V-P-N;0;1;0;8
V-D-Z-V-R-C-N;0;1;0;7
V-N-V-N-J-N-Z-V-A-N-V-V-A-N-J-V-A-N;0;1;0;18
V-R-A-N-J-N-J-A-N;0;1;0;9
V-Z-J-P-P-T-V-J-V-D-N-Z-N-J-N;0;1;0;15
V-P-R-N-D-J-D-Z-D-V-P-N-Z-V-P-Z-V-A-Z-V-P-V-D-Z-V-A-Z-V-D-Z-V-R-P-N-Z-D-P-V-R-N-Z-V-A-R-N-R-N-Z-V-P-R-N;0;1;0;52
V-D-J-R-A-Z-J-V-N;0;1;0;9
V-D-J-D-Z-R-N-V-A-N;0;1;0;10
V-P-D-D-Z-J-V-N-N;0;1;0;9
V-R-P-A-N-Z-V-D-A-N;0;1;0;10
V-Z-D-R-P-D-V-A-N;0;1;0;9
V-D-Z-N-D-V-N;0;2;0;7
V-D-D-J-D-V-V-N;0;1;0;8
V-P-R-P-J-R-A-J-V-N;0;2;0;10
V-Z-V-J-P-A-A-N-V-N;0;1;0;10
V-D-Z-J-D-V-N;0;3;0;7
V-D-D-J-D-Z-J-D-V-R-N-N;0;1;0;12
V-C-N-J-C-N-Z-C-V-R-N-R-N-C-Z-R-P-Z-D-D-V-N-Z-Z-V-N-Z-J-P-A-N-V-Z-J-P-V-V-J-P-D-R-C-N-Z-Z-Z-R-N-Z-Z-P-P-V-Z-J-V-P-V-Z-J-P-V-D-N;0;1;0;64
V-R-A-N-R-N-Z-R-N-R-A-N-A-N-Z-Z-Z-P-N-R-P-T-R-P-V-N-N-J-N-R-N-J-N-Z-R-N-J-N-Z-P-A-Z-D-D-A-Z-A-Z-N-R-P-V-N;0;1;0;53
V-D-Z-V-D-N;0;1;0;6
V-D-Z-J-V-R-A-N;0;1;0;8
V-J-R-A-N-Z-P-V-V-N;0;1;0;10
V-Z-J-A-V-Z-J-V-P-J-P-R-A-Z-Z-V-P-N;0;1;0;18
V-J-A-A-N-Z-P-V-P-N;0;1;0;10
V-P-R-P-D-J-R-P-D-V-P-T-N-Z-J-V-R-N-Z-V-N;0;1;0;21
V-J-A-N-J-T-P-N-Z-Z-V-P-R-P-N;0;1;0;15
V-P-D-J-D-Z-V-N;0;1;0;8
V-J-N-Z-P-D-V-A-N-Z-N-Z-R-P-C-V-P-N-Z-N;0;1;0;20
V-P-D-D-J-P-A-N-Z-P-V-N;0;1;0;12
V-P-R-C-D-Z-J-R-N-Z-D-P-V-N-A-Z-V-V-N;0;2;0;19
V-J-R-A-N-Z-V-N;0;1;0;8
V-P-D-Z-J-V-A-V-P-D-R-N-J-V-R-P-A-N;0;1;0;18
V-J-A-N-Z-X-N-A-N-N-Z-X-A-J-A-N-N-J-N;0;1;0;19
V-Z-X-P-A-N;0;1;0;6
V-J-N-Z-J-T-J-A-N-P-A-N-Z-V-D-Z-J-V-V-D-N;0;1;0;21
V-D-J-N-R-N-Z-T-V-Z-Z-J-R-A-N;0;1;0;15
V-D-Z-V-V-T-N;0;1;0;7
V-Z-D-R-N-Z-P-R-P-V-Z-D-Z-J-N-V-N;0;1;0;17
V-D-Z-V-P-P-J-V-R-N;0;1;0;10
V-D-Z-J-P-V-A-Z-B-Z-V-R-C-A-N-R-C-J-V-N;0;1;0;20
V-P-J-D-D-Z-V-V-N;0;1;0;9
V-J-R-N-A-N-Z-A-N-P-V-J-N-R-A-N-J-V-N-V-A-N;0;1;0;22
V-D-Z-P-R-P-V-Z-Z-P-Z-J-P-V-J-N-Z-J-T-J-A-N-P-A-N-Z-V-D-Z-J-V-V-D-N;0;1;0;34
V-Z-V-V-T-R-N-Z-Z-V-P-N;0;1;0;12
V-D-R-N-Z-P-V-R-P-V-A-N;0;1;0;12
V-D-D-Z-Z-V-N-C-A-N;0;1;0;10
V-Z-Z-T-V-N-Z-D-V-N-N;0;1;0;11
V-P-R-P-D-D-Z-J-V-N;0;1;0;10
V-Z-J-V-D-V-J-R-Z-N-P-N-Z-Z-T-R-P-Z-P-N;0;1;0;20
V-R-N-J-N-Z-V-R-P-D-N-Z-P-V-N;0;1;0;15
V-P-T-D-Z-A-N;0;1;0;7
V-J-N-Z-P-V-N;0;4;0;7
V-P-D-D-Z-D-J-V-V-N;0;1;0;10
V-J-R-A-Z-V-N-Z-V-P-P-J-P-N-Z-J-V-N;0;1;0;18
V-R-N-D-D-Z-R-P-N-Z-C-B-Z-J-J-J-A-N-V-N-J-R-A-N-N-N;0;1;0;26
V-D-Z-N-V-A-Z-N;0;1;0;8
V-R-N-J-R-P-N-Z-V-A-N-J-V-N-N;0;1;0;15
V-Z-J-P-V-C-Z-J-D-P-V-R-A-N-Z-Z-V-N;0;1;0;18
V-Z-P-V-D-D-A-N;0;1;0;8
V-N-R-P-J-P-N-J-N;0;1;0;9
V-R-N-D-D-Z-D-D-Z-J-V-N;0;1;0;12
V-D-J-N-N-V-T-N;0;1;0;8
V-Z-V-V-R-N-N-Z-P-V-R-N-Z-R-N-N-N-Z-R-A-N-C-Z-N-B-Z-B-Z-V-A-N;0;1;0;31
V-J-N-Z-P-V-N-Z-J-J-V-N;0;1;0;12
V-D-D-Z-J-J-P-V-Z-V-P-R-P-A-N-N-Z-N-Z-N-Z-N;0;1;0;22
V-P-D-Z-V-N-J-V-P-N;0;1;0;10
V-P-D-Z-D-Z-J-V-R-P-P-Z-R-N-Z-N-Z-P-J-N-Z-A-N;0;1;0;23
V-J-A-N-J-V-N;0;2;0;7
V-D-D-Z-J-J-V-D-N;0;1;0;9
V-J-A-R-N-Z-R-N-Z-V-T-N;0;1;0;12
V-D-Z-P-V-D-J-D-Z-V-N;0;1;0;11
V-J-D-A-N-J-V-N;0;1;0;8
V-D-J-A-N-R-B-Z-P-D-V-R-N-A-N-J-R-N-R-A-N-Z-V-P-P-N-A-N-Z-Z-V-N;0;1;0;32
V-R-Z-N-Z-Z-V-A-Z-J-N-P-N-R-N-V-J-V-P-D-N;0;2;0;21
V-T-N-V-V-N;0;1;0;6
V-Z-T-D-V-Z-J-A-N-Z-J-N-R-P-N-V-T-A-Z-V-D-D-A-N-R-N-Z-J-J-P-N-D-D-D-V-Z-J-R-P-N-V-P-X-P-N;0;1;0;45
V-Z-V-Z-J-D-R-N-V-N;0;1;0;10
V-Z-P-N-R-P-V-Z-R-P-V-N;0;1;0;12
V-V-R-N-D-A-N;1;0;0;7
V-D-Z-J-P-P-N-V-N-J-N;0;1;0;11
V-J-P-R-P-V-V-N;0;1;0;8
V-N-D-D-J-R-A-N-N-J-V-T-R-N;0;1;0;14
V-Z-P-R-P-V-N;0;2;0;7
V-R-N-Z-R-N-A-N-J-A-A-N-R-B-Z-V-P-N;0;1;0;18
V-D-D-Z-V-J-V-V-N;0;1;0;9
V-P-J-N-Z-V-D-N;0;1;0;8
V-R-A-N-Z-Z-V-R-N-J-V-Z-J-V-D-R-N-A-N-Z-Z-N-Z-P-R-P-V-Z-V-D-D-D-V-J-D-V-V-N;0;1;0;38
V-D-Z-J-J-J-V-V-V-N-Z-V-V-R-P-A-N;0;1;0;17
V-R-N-N-N-A-N;1;0;0;7
V-R-P-A-N-R-Z-N-Z-C-Z-P-N-Z-J-V-N;0;1;0;17
V-P-D-Z-R-P-P-V-R-P-N-V-P-N-Z-V-P-D-P-A-N;0;1;0;21
V-B-J-B-J-P-N-P-V-N-Z-V-N;0;1;0;13
V-P-Z-J-V-D-V-C-Z-D-V-P-N;0;1;0;13
V-D-Z-D-J-R-N-V-N;0;1;0;9
V-P-R-P-D-Z-V-V-N;0;1;0;9
V-D-Z-P-R-P-V-N;0;3;0;8
V-R-N-Z-V-P-N-R-N-N-J-P-V-P-R-A-N-V-N;0;1;0;19
V-D-Z-J-V-V-R-N-R-A-N-J-P-P-D-J-D-V-Z-J-J-V-D-V-P-A-N;0;1;0;27
V-D-Z-V-R-P-D-N-J-N;0;1;0;10
V-P-Z-J-V-D-V-A-Z-J-P-P-N;0;1;0;13
V-D-D-Z-V-V-R-P-N-N-J-P-A-N;0;1;0;14
V-D-J-P-P-R-N-N-R-N-V-A-N;0;1;0;13
V-R-P-R-C-N-A-N;1;0;0;8
V-P-D-R-N-Z-V-D-P-N-Z-Z-V-D-V-A-T-N-N-Z-P-P-V-V-D-D-A-N-D-D-Z-J-V-N;0;1;0;34
V-J-N-J-V-R-P-C-N-D-R-N-Z-J-P-Z-J-R-P-V-N;0;1;0;21
V-D-Z-Z-J-P-N;0;1;0;7
V-D-A-N-Z-V-D-R-N-D-V-N;0;1;0;12
V-D-Z-V-P-N-Z-V-P-D-D-Z-V-T-D-N-R-N-Z-D-D-P-P-V-J-V-N-Z-J-P-V-A-N;0;1;0;33
V-Z-J-R-P-N;2;0;0;6
V-Z-P-V-V-N;0;3;0;6
V-P-D-J-N-J-V-N;0;1;0;8
V-J-P-V-N;0;8;0;5
V-D-Z-A-N-A-N-V-J-R-N-A-N-Z-J-R-N-V-N;0;1;0;19
V-P-D-Z-R-P-D-N-V-D-R-A-N-Z-R-P-D-P-V-R-D-J-D-A-N-J-R-P-D-P-V-V-P-R-P-A-Z-R-P-R-N-V-D-N;0;1;0;44
V-P-D-D-Z-J-V-A-N;0;1;0;9
V-V-R-N-P-A-N;1;0;0;7
V-P-N-J-P-V-N;0;1;0;7
V-Z-R-C-N-V-P-N;0;1;0;8
V-R-P-A-N-Z-Z-V-P-R-P-N;0;1;0;12
V-J-R-P-A-J-R-N-V-N;0;1;0;10
V-D-R-N-J-N-J-P-D-V-N-Z-P-D-V-A-N;0;1;0;17
V-Z-V-P-R-P-N;0;1;0;7
V-D-J-V-P-V-V-P-N;0;1;0;9
V-N-R-N-Z-J-R-N-V-N;0;1;0;10
V-P-J-A-N-Z-P-V-N;0;2;0;9
V-Z-V-T-N;0;1;0;5
V-D-Z-J-N-D-V-N;0;1;0;8
V-J-P-Z-V-P-P-P-P-P-Z-D-P-V-J-D-P-P-N-V-N;0;1;0;21
V-D-Z-J-N-R-A-N-V-N;0;1;0;10
V-J-N-Z-V-P-D-V-Z-J-V-N;0;1;0;12
V-D-J-D-Z-J-V-Z-J-J-P-N-V-V-A-Z-Z-P-R-P-V-J-N-V-A-N;0;1;0;26
V-D-J-A-N-Z-P-V-N;0;1;0;9
V-R-P-N-Z-V-R-P-Z-J-J-V-J-P-A-N;0;1;0;16
V-D-R-N-A-N-Z-Z-Z-Z-N-N-Z-B-Z-Z-T-V-N;0;1;0;19
V-P-R-P-D-Z-D-D-Z-J-V-R-P-N-Z-J-V-J-C-J-V-N;0;1;0;22
V-D-J-V-V-P-N;0;2;0;7
V-D-D-Z-V-Z-J-V-R-N-N-Z-V-N;0;1;0;14
V-D-Z-V-P-N-D-V-Z-Z-V-P-D-Z-J-V-P-A-R-P-N-V-D-B-N-V-D-N;0;1;0;28
V-P-D-Z-J-N-V-D-N;0;1;0;9
V-R-P-N-J-N-A-N;0;1;0;8
V-P-D-D-J-D-D-V-A-N;0;1;0;10
V-Z-X-Z-Z-J-V-N;0;1;0;8
V-D-D-J-D-V-N;0;1;0;7
V-P-Z-J-V-P-V-N;0;1;0;8
V-D-Z-J-V-T-N;0;1;0;7
V-Z-R-P-Z-P-V-V-V-A-Z-J-P-Z-P-V-D-V-Z-Z-J-V-N;0;1;0;23
V-P-A-N-J-T-P-N;0;1;0;8
V-A-N-R-N-Z-V-V-T-D-N-Z-Z-V-N-D-N-Z-P-V-N-R-N-C-Z-Z-V-N;0;1;0;28
V-J-N-N-Z-V-R-P-N-Z-P-V-C-Z-P-V-J-P-P-V-P-N-Z-R-P-V-N-P-N-Z-V-R-P-N;0;1;0;34
V-Z-J-D-V-D-P-N;0;1;0;8
V-A-N-R-N-Z-P-R-P-V-N;0;1;0;11
V-D-J-V-D-N-N;0;1;0;7
V-Z-J-R-P-N-V-V-P-N;0;1;0;10
V-R-A-N-Z-D-V-A-A-N-Z-R-N-V-D-N-J-R-N-P-V-N-J-N-V-N;0;1;0;26
V-Z-D-P-D-V-J-D-P-V-V-Z-J-V-N;0;1;0;15
V-D-Z-N-V-Z-V-Z-D-P-V-A-N-Z-J-V-D-N;0;1;0;18
V-Z-J-V-V-J-V-J-J-D-V-N;0;1;0;12
V-P-D-Z-D-J-V-V-Z-Z-V-R-C-N-P-N;0;1;0;16
V-J-J-P-V-V-A-N-J-V-N;0;1;0;11
V-P-D-Z-D-P-D-V-J-D-V-N;0;1;0;12
V-D-J-N-V-Z-A-V-T-A-N;0;1;0;11
V-J-V-Z-J-V-N;0;2;0;7
V-R-N-A-N-Z-V-D-T-P-N;0;1;0;11
V-D-D-Z-V-V-N;0;2;0;7
V-J-A-N-Z-P-V-N-N-Z-Z-V-A-N-Z-P-P-N-N-V-N;0;1;0;21
V-P-R-N-D-Z-J-P-V-Z-P-V-R-P-V-A-N;0;1;0;17
V-N-R-N-D-D-Z-V-V-D-P-N-Z-J-T-V-D-A-J-D-Z-D-P-N-R-N-V-J-V-R-P-N;0;1;0;32
V-J-N-Z-V-N-V-R-P-N-N-J-D-V-Z-J-V-A-N;0;1;0;19
V-D-R-N-Z-J-V-N;0;1;0;8
V-D-Z-D-V-P-R-A-N-T-R-N-V-Z-J-D-V-N;0;1;0;18
V-Z-J-R-N-T-P-V-Z-J-J-V-P-A-A-N-Z-V-T-P-Z-J-V-R-P-V-J-D-V-N;0;1;0;30
V-P-D-J-P-R-P-V-A-N;0;1;0;10
V-Z-J-V-R-A-N-N-N-Z-V-N;0;1;0;12
V-R-Z-A-Z-N-A-N;1;0;0;8
V-P-R-P-D-Z-J-V-V-N;0;1;0;10
V-N-D-Z-R-P-V-N;0;1;0;8
V-N-Z-J-V-R-P-A-N;0;1;0;9
V-P-R-N-D-T-V-A-N;0;1;0;9
V-J-N-R-P-N-Z-J-J-J-V-N;0;1;0;12
N-Z-J-P-R-A-R-C-N-V;0;2;0;10
N-R-P-V-V;5;0;0;5
N-Z-J-N-N-Z-P-V-T-A-R-P-D-A-N-N-N-Z-P-N-P-N-D-V-Z-J-P-N-V-A-J-A-N-J-J-V-T-V-D-V-R-P-N-N-A-N-P-N-J-V-P-Z-J-P-N-N-D-V-Z-J-T-D-R-N-Z-J-D-D-P-V;0;1;0;70
N-Z-J-V-P-P-N-V;0;1;0;8
N-R-N-Z-J-P-T-V;0;1;0;8
N-Z-J-N-V-R-A-N-J-P-V;0;1;0;11
N-Z-J-V-R-P-A-N-Z-J-D-Z-D-P-N-V-J-V-P-V;0;1;0;20
N-Z-J-P-N-R-N-V;0;3;0;8
N-Z-J-V-T-R-N-V-V-N-Z-V-P-D-R-D-A-N-Z-P-P-D-V-Z-V-P-J-D-A-Z-D-D-P-R-P-A-N-Z-P-N-R-N-V-Z-V;0;1;0;45
N-Z-J-A-P-A-N-V-J-P-V;0;1;0;11
N-P-N-D-V-Z-J-P-N-V-A-J-A-N-J-J-V-T-V-D-V-R-P-N-N-A-N-P-N-J-V-P-Z-J-P-N-N-D-V-Z-J-T-D-R-N-Z-J-D-D-P-V;0;1;0;51
N-Z-J-P-R-P-V-Z-J-D-P-V;0;1;0;12
N-R-N-N-J-A-N-Z-V-V-V-R-N-N-J-N-Z-J-N-V-V-Z-J-P-R-A-N-V-D-V;0;1;0;30
N-Z-J-P-A-N-P-V;0;2;0;8
N-Z-J-V-P-C-A-N-V;0;1;0;9
N-R-C-N-V-Z-R-P-Z-D-P-V;0;1;0;12
N-Z-J-P-N-V-N-Z-D-D-V-N-V-P-J-V;0;1;0;16
N-R-N-A-N-N-R-A-J-A-N-Z-Z-V-P-R-N-R-P-Z-J-V-A-Z-D-P-N-R-N-V;0;1;0;30
N-Z-T-R-A-A-N-Z-J-N-V-D-P-N-V-A-N-D-Z-J-R-P-V;0;1;0;23
N-J-V-R-A-N-Z-Z-V;0;1;0;9
N-Z-J-R-N-R-N-P-V;0;1;0;9
N-R-A-N-Z-Z-V-N-N-Z-X-Z-Z-J-N-A-P-V;0;1;0;18
N-Z-J-N-D-V-N-R-N-Z-D-V-P-J-P-N-R-N-Z-J-R-P-P-V;0;1;0;24
N-P-Z-J-P-V;0;1;0;6
N-V-Z-R-P-V-T-T-V-A-N-Z-Z-J-J-V-A-N-Z-J-V-P-V-V-J-V;0;1;0;26
N-R-N-N-Z-N-A-N-B-N-N-R-P-Z-A-N-N-N-Z-Z-Z-N-P-V;0;2;0;24
N-Z-J-T-R-N-V-P-D-V;0;1;0;10
N-R-A-N-Z-V-P-V-Z-J-Z-J-P-N-V-J-P-D-V;0;1;0;19
N-A-N-V-Z-V-P-T-V;0;1;0;9
N-Z-J-R-N-Z-D-V;0;1;0;8
N-Z-J-V-N-Z-V;0;1;0;7
N-R-A-N-Z-V-P-J-P-N-D-V;0;1;0;12
N-R-N-N-Z-P-R-P-V;0;1;0;9
N-Z-J-N-V-J-N-R-N-A-N-Z-B-R-B-V-Z-J-P-N-R-N-V;0;1;0;23
N-Z-J-D-R-N-A-N-Z-P-V-N-Z-V;0;1;0;14
N-Z-J-V-A-V-V-B-A-Z-J-P-T-V-Z-J-P-R-P-V;0;1;0;20
N-Z-J-V-N-A-N-Z-J-R-P-P-D-V;0;1;0;14
N-Z-J-A-A-P-N-V-A-N-R-P-A-N-J-J-P-A-N-V;0;1;0;20
N-Z-J-A-N-Z-J-P-R-A-Z-T-N-N-Z-P-V;0;1;0;17
N-Z-J-N-V-R-N-N-Z-T-R-N-Z-J-P-N-V;0;3;0;17
N-Z-J-V-V-V-A-Z-V-V-P-D-V-V;0;1;0;14
N-Z-J-P-V-Z-J-N-P-Z-D-D-Z-V;0;1;0;14
N-R-A-N-N-J-N-P-V;0;1;0;9
N-V-J-V-A-T-D-Z-N-P-A-J-A-N-N-J-N-P-N-R-N-A-N-Z-Z-J-Z-J-D-Z-J-V-D-R-A-N-Z-V-N-V-P-N-J-D-V-V;0;1;0;46
N-R-N-A-N-R-N-P-V-R-A-N-J-J-P-V;0;2;0;16
N-Z-J-P-D-N-Z-J-N-P-V;0;1;0;11
N-Z-J-C-A-N-V-P-N-R-N-N-Z-V-P-A-N-J-V;0;1;0;19
N-Z-J-V-P-V-D-Z-D-P-V;0;1;0;11
N-Z-J-N-P-V-D-V;0;1;0;8
N-Z-J-P-T-P-N-V;0;1;0;8
N-N-D-R-A-N-D-R-N-Z-J-P-V;0;1;0;13
N-Z-J-V-N-V-V-P-N-Z-V;0;1;0;11
N-Z-N-N-J-N-R-A-N-R-N-N-N-V-Z-Z-T-V-A-Z-J-P-N-R-P-D-A-N-V;0;1;0;29
N-Z-P-V-R-N-N-A-N-J-A-N-Z-J-P-P-N-V;0;1;0;18
N-Z-J-V-A-Z-J-J-R-P-N-P-N-V-P-P-A-N-Z-R-N-P-V;0;1;0;23
N-Z-J-C-R-N-V;0;1;0;7
N-Z-J-P-D-V-J-V;0;1;0;8
N-Z-T-Z-V-Z-J-V-D-V-P-N-Z-V-A-V-P-N-R-N-Z-J-P-T-V;0;1;0;25
N-N-J-N-R-N-Z-R-P-N-A-V-Z-V;0;1;0;14
N-V-Z-J-B-D-D-V-Z-D-P-V;0;1;0;12
N-Z-J-P-D-R-P-N-V;0;1;0;9
